,loss,conv,dataset,train acc micro,test acc micro,train acc macro,test acc macro,label assortativity,feature assortativity,cluster coefficient,average shortest path,average degree,group
125,HOPE_Katz,SAGE,0.10.90.545,0.2410841654778887,0.0753768844221105,0.227975723173842,0.0599215117914304,0.1,0.9,0.5,4.0,5.0,1.0
126,HOPE_Katz,GCN,0.50.10.0125,0.3937232524964336,0.236180904522613,0.3910714915554225,0.2291820068205729,0.5,0.1,0.01,2.0,5.0,1.0
127,HOPE_Katz,GAT,0.50.10.0125,0.3295292439372325,0.2261306532663316,0.320797799234702,0.223274070423399,0.5,0.1,0.01,2.0,5.0,1.0
128,HOPE_Katz,SAGE,0.50.10.0125,0.6804564907275321,0.0904522613065326,0.6803136096826055,0.0830148225550524,0.5,0.1,0.01,2.0,5.0,1.0
129,HOPE_Katz,GCN,0.50.10.01220,0.4407988587731811,0.2763819095477386,0.438783247052916,0.285416221758327,0.5,0.1,0.01,2.0,20.0,1.0
130,HOPE_Katz,GAT,0.50.10.01220,0.6005706134094151,0.236180904522613,0.5990772974647086,0.2431875250735884,0.5,0.1,0.01,2.0,20.0,1.0
131,HOPE_Katz,SAGE,0.50.10.01220,0.3338088445078459,0.1055276381909547,0.3284335162699107,0.0978567909943378,0.5,0.1,0.01,2.0,20.0,1.0
132,HOPE_Katz,GCN,0.50.10.01240,0.6833095577746077,0.3266331658291457,0.6833557283741751,0.3194245058885319,0.5,0.1,0.01,2.0,40.0,1.0
133,HOPE_Katz,GAT,0.50.10.01240,0.5007132667617689,0.3015075376884422,0.5016573139291477,0.2997886151033367,0.5,0.1,0.01,2.0,40.0,1.0
134,HOPE_Katz,SAGE,0.50.10.01240,0.4893009985734665,0.0954773869346733,0.4910583806114485,0.0882946863881055,0.5,0.1,0.01,2.0,40.0,1.0
135,HOPE_Katz,GCN,0.50.10.0132,0.6105563480741797,0.4924623115577889,0.610984665062926,0.4820747681111458,0.5,0.1,0.01,3.0,2.0,1.0
136,HOPE_Katz,GAT,0.50.10.0132,0.5734664764621968,0.5577889447236181,0.5707612074987345,0.549209877436471,0.5,0.1,0.01,3.0,2.0,1.0
137,HOPE_Katz,SAGE,0.50.10.0132,0.5378031383737518,0.3417085427135678,0.5345998639387174,0.3133722495487201,0.5,0.1,0.01,3.0,2.0,1.0
138,HOPE_Katz,GCN,0.50.10.0135,0.543509272467903,0.5125628140703518,0.5377162566738091,0.5065142655425668,0.5,0.1,0.01,3.0,5.0,1.0
139,HOPE_Katz,GAT,0.50.10.0135,0.5592011412268189,0.5125628140703518,0.5540564573486317,0.4950133909815227,0.5,0.1,0.01,3.0,5.0,1.0
140,HOPE_Katz,SAGE,0.50.10.0135,0.572039942938659,0.2211055276381909,0.571096164724174,0.2056003207318997,0.5,0.1,0.01,3.0,5.0,1.0
141,HOPE_Katz,GCN,0.50.10.01320,0.9101283880171184,0.3668341708542713,0.9101446928313088,0.3579460849247626,0.5,0.1,0.01,3.0,20.0,1.0
142,HOPE_Katz,GAT,0.50.10.01320,0.637660485021398,0.3618090452261306,0.6364359600886675,0.3655774112545004,0.5,0.1,0.01,3.0,20.0,1.0
143,HOPE_Katz,SAGE,0.50.10.01320,0.463623395149786,0.1959798994974874,0.4540708397235419,0.1801378940543677,0.5,0.1,0.01,3.0,20.0,1.0
144,HOPE_Katz,GCN,0.50.10.0142,0.2653352353780314,0.1758793969849246,0.2627987728974981,0.1700641936629592,0.5,0.1,0.01,4.0,2.0,1.0
145,HOPE_Katz,GAT,0.50.10.0142,0.3865905848787446,0.2110552763819095,0.3869669450767064,0.2089176941109581,0.5,0.1,0.01,4.0,2.0,1.0
146,HOPE_Katz,SAGE,0.50.10.0142,0.3780313837375178,0.0904522613065326,0.3725305771316189,0.0772547533417098,0.5,0.1,0.01,4.0,2.0,1.0
147,HOPE_Katz,GCN,0.50.10.0145,0.5891583452211127,0.2010050251256281,0.5883576004044386,0.1961158044191156,0.5,0.1,0.01,4.0,5.0,1.0
148,HOPE_Katz,GAT,0.50.10.0145,0.3480741797432239,0.1809045226130653,0.3506782841372756,0.1748063994142796,0.5,0.1,0.01,4.0,5.0,1.0
149,HOPE_Katz,SAGE,0.50.10.0145,0.2125534950071326,0.135678391959799,0.1903408663297968,0.096477757536581,0.5,0.1,0.01,4.0,5.0,1.0
150,HOPE_Katz,GCN,0.50.10.0172,0.550641940085592,0.4070351758793969,0.5486271970356619,0.3987395575439053,0.5,0.1,0.01,7.0,2.0,1.0
151,HOPE_Katz,GAT,0.50.10.0172,0.5463623395149786,0.4070351758793969,0.5448124396590106,0.3995993813261614,0.5,0.1,0.01,7.0,2.0,1.0
152,HOPE_Katz,SAGE,0.50.10.0172,0.6533523537803139,0.1758793969849246,0.6503144246382735,0.1655742095981883,0.5,0.1,0.01,7.0,2.0,1.0
153,HOPE_Katz,GCN,0.50.10.225,0.9914407988587732,0.9597989949748744,0.9914201020141872,0.9595982380192906,0.5,0.1,0.2,2.0,5.0,1.0
154,HOPE_Katz,GAT,0.50.10.225,0.9115549215406562,0.9447236180904522,0.9111642436991394,0.9448150791417044,0.5,0.1,0.2,2.0,5.0,1.0
155,HOPE_Katz,SAGE,0.50.10.225,0.9757489300998572,0.7537688442211056,0.975572975090001,0.7471999332983315,0.5,0.1,0.2,2.0,5.0,1.0
156,HOPE_Katz,GCN,0.50.10.2220,0.7660485021398004,0.8844221105527639,0.7641267394305922,0.8819640834629393,0.5,0.1,0.2,2.0,20.0,1.0
157,HOPE_Katz,GAT,0.50.10.2220,0.9386590584878745,0.8291457286432161,0.9387878677556232,0.8353401850837574,0.5,0.1,0.2,2.0,20.0,1.0
158,HOPE_Katz,SAGE,0.50.10.2220,0.5691868758915835,0.2160804020100502,0.5680906910281472,0.2056108642819169,0.5,0.1,0.2,2.0,20.0,1.0
